prompt,opposite_sent,completion
Some satanists have hair. Some satanists don't have <extra_id_0>,Some satanists have <extra_id_0>,['hair']
Some schools have classrooms. Some schools don't have <extra_id_0>,Some schools have <extra_id_0>,"['classrooms', 'cafeterias']"
Screws have threads. Screws don't have <extra_id_0>,Screws have <extra_id_0>,['threads']
A sea contains salt. A sea doesn't contain <extra_id_0>,A sea contains <extra_id_0>,"['salt', 'seawater']"
Shawna has kids. Shawna doesn't have <extra_id_0>,Shawna has <extra_id_0>,['kids']
Shellac contains wax. Shellac doesn't contain <extra_id_0>,Shellac contains <extra_id_0>,['wax']
Sherrie has kids. Sherrie doesn't have <extra_id_0>,Sherrie has <extra_id_0>,['kids']
Ships have captains. Ships don't have <extra_id_0>,Ships have <extra_id_0>,['captains']
Situation: My shirt has buttons. Situation: My shirt doesn't have <extra_id_0>,Situation: My shirt has <extra_id_0>,['buttons']
Some shirts have collars. Some shirts don't have <extra_id_0>,Some shirts have <extra_id_0>,"['collars', 'buttons']"
Not all shoes have a heels. Not all shoes don't have a <extra_id_0>,Not all shoes have a <extra_id_0>,"['heels', 'velcro']"
Some shoes have heels. Some shoes don't have <extra_id_0>,Some shoes have <extra_id_0>,"['heels', 'velcro']"
Snake has scales. Snake doesn't have <extra_id_0>,Snake has <extra_id_0>,['scales']
A sofa has legs. A sofa doesn't have <extra_id_0>,A sofa has <extra_id_0>,['legs']
Some have graves. Some don't have <extra_id_0>,Some have <extra_id_0>,['graves']
Sports have rules. Sports don't have <extra_id_0>,Sports have <extra_id_0>,"['rules', 'winners', 'losers']"
Squares have sides. Squares don't have <extra_id_0>,Squares have <extra_id_0>,['sides']
A squash has seeds. A squash doesn't have <extra_id_0>,A squash has <extra_id_0>,['seeds']
Stacey has kids. Stacey doesn't have <extra_id_0>,Stacey has <extra_id_0>,['kids']
Steve has kids. Steve doesn't have <extra_id_0>,Steve has <extra_id_0>,['kids']
Steven has kids. Steven doesn't have <extra_id_0>,Steven has <extra_id_0>,['kids']
Some Students have pets. Some Students don't have <extra_id_0>,Some Students have <extra_id_0>,['pets']
The sun is mostly hydrogen. The sun isn't mostly <extra_id_0>,The sun is mostly <extra_id_0>,"['hydrogen', 'iron']"
The sun contains hydrogen. The sun doesn't contain <extra_id_0>,The sun contains <extra_id_0>,"['hydrogen', 'iron']"
Surgeons have jobs. Surgeons don't have <extra_id_0>,Surgeons have <extra_id_0>,['jobs']
Tahiti has beaches. Tahiti doesn't have <extra_id_0>,Tahiti has <extra_id_0>,['beaches']
Some tea contains caffeine. Some tea doesn't contain <extra_id_0>,Some tea contains <extra_id_0>,"['caffeine', 'caffein']"
Telemarketers have scripts. Telemarketers don't have <extra_id_0>,Telemarketers have <extra_id_0>,['scripts']
Terry has kids. Terry doesn't have <extra_id_0>,Terry has <extra_id_0>,['kids']
Textiles have texture. Textiles don't have <extra_id_0>,Textiles have <extra_id_0>,['texture']
A theater has walls. A theater doesn't have <extra_id_0>,A theater has <extra_id_0>,['walls']
Theaters have roofs. Theaters don't have <extra_id_0>,Theaters have <extra_id_0>,['roofs']
Some things do not have limits. Some things do have <extra_id_0>,Some things do not have <extra_id_0>,['limits']
Tim has kids. Tim doesn't have <extra_id_0>,Tim has <extra_id_0>,['kids']
Timothy has kids. Timothy doesn't have <extra_id_0>,Timothy has <extra_id_0>,['kids']
The end of a toothbrush that has bristles. The end of a toothbrush that doesn't have <extra_id_0>,The end of a toothbrush that has <extra_id_0>,['bristles']
Tortises have thick..legs. Tortises don't have <extra_id_0>,Tortises have <extra_id_0>,"['thick..legs', 'shells']"
Tortoises have shells. Tortoises don't have <extra_id_0>,Tortoises have <extra_id_0>,['shells']
Tracey has kids. Tracey doesn't have <extra_id_0>,Tracey has <extra_id_0>,['kids']
A train has carriages. A train doesn't have <extra_id_0>,A train has <extra_id_0>,['carriages']
Tree is a type of branches roots. Tree isn't a type of branches <extra_id_0>,Tree is a type of branches <extra_id_0>,"['roots', 'leaves']"
Situation: evergreen trees never lose their seeds. Situation: evergreen trees never don't lose their <extra_id_0>,Situation: evergreen trees never lose their <extra_id_0>,"['seeds', 'roots', 'branches', 'leaves']"
Tricycles have pedals. Tricycles don't have <extra_id_0>,Tricycles have <extra_id_0>,['pedals']
Turkeys have arteries. Turkeys don't have <extra_id_0>,Turkeys have <extra_id_0>,['arteries']
TVs have antennae. TVs don't have <extra_id_0>,TVs have <extra_id_0>,['antennae']
An umbrella has spokes. An umbrella doesn't have <extra_id_0>,An umbrella has <extra_id_0>,['spokes']
Utah has deserts. Utah doesn't have <extra_id_0>,Utah has <extra_id_0>,['deserts']
An utterance has sound. An utterance doesn't have <extra_id_0>,An utterance has <extra_id_0>,['sound']
Vertebrates have backbones. Vertebrates don't have <extra_id_0>,Vertebrates have <extra_id_0>,"['backbones', 'spines']"
Villi contains microvilli. Villi doesn't contain <extra_id_0>,Villi contains <extra_id_0>,['microvilli']
Some vines have flowers. Some vines don't have <extra_id_0>,Some vines have <extra_id_0>,['flowers']
Violets have leaves. Violets don't have <extra_id_0>,Violets have <extra_id_0>,['leaves']
Wagon has wheels. Wagon doesn't have <extra_id_0>,Wagon has <extra_id_0>,['wheels']
Walruses have tusks. Walruses don't have <extra_id_0>,Walruses have <extra_id_0>,['tusks']
A warrior has honor. A warrior doesn't have <extra_id_0>,A warrior has <extra_id_0>,['honor']
Watches have hands. Watches don't have <extra_id_0>,Watches have <extra_id_0>,['hands']
Current is a type of water weight. Current isn't a type of water <extra_id_0>,Current is a type of water <extra_id_0>,"['weight', 'oxygen']"
"A killer whale's heart beats 30 times a minute under water, 60 times a minute on the weight. A killer whale's heart doesn't beat 30 times a minute under water, 60 times a minute on the <extra_id_0>","A killer whale's heart beats 30 times a minute under water, 60 times a minute on the <extra_id_0>","['weight', 'oxygen']"
A watermellon has seeds. A watermellon doesn't have <extra_id_0>,A watermellon has <extra_id_0>,['seeds']
We have a fingers. We don't have a <extra_id_0>,We have a <extra_id_0>,"['fingers', 'toes']"
We have fingers. We don't have <extra_id_0>,We have <extra_id_0>,"['fingers', 'toes']"
Willy has kids. Willy doesn't have <extra_id_0>,Willy has <extra_id_0>,['kids']
Wilmington contains apartments. Wilmington doesn't contain <extra_id_0>,Wilmington contains <extra_id_0>,['apartments']
Wolves have teeth. Wolves don't have <extra_id_0>,Wolves have <extra_id_0>,['teeth']
The world has water. The world doesn't have <extra_id_0>,The world has <extra_id_0>,"['water', 'life', 'mountains', 'continents', 'ecosystems', 'oceans']"
A zebra has eyes. A zebra doesn't have <extra_id_0>,A zebra has <extra_id_0>,"['eyes', 'stripes']"
A zebra has a eyes. A zebra doesn't have a <extra_id_0>,A zebra has a <extra_id_0>,"['eyes', 'stripes']"
Zebras have stripes. Zebras don't have <extra_id_0>,Zebras have <extra_id_0>,['stripes']
A map is for navigate. A map isn't for <extra_id_0>,A map is for <extra_id_0>,"['navigate', 'orienteering', 'navigating', 'information', 'locating']"
Thinking is for praying. Thinking isn't for <extra_id_0>,Thinking is for <extra_id_0>,"['praying', 'geussing', 'projects', 'organizing', 'animals', 'reasoning', 'survival', 'being', 'deducing', 'predicting', 'entertainment', 'creativity', 'resolving', 'everyone', 'articulating', 'imaginging', 'synthesizing', 'sorting', 'pondering', 'robots', 'fun', 'learning', 'synchronizing', 'deliberating', 'AI', 'dogs', 'solving', 'reason', 'adapting', 'people', 'wondering', 'understanding']"
A graveyard is for flowers. A graveyard isn't for <extra_id_0>,A graveyard is for <extra_id_0>,"['flowers', 'burial', 'headstones', 'mourners']"
Toilet is for pooping. Toilet isn't for <extra_id_0>,Toilet is for <extra_id_0>,"['pooping', 'peeing', 'poop', 'shitting', 'waste', 'urinate']"
Dancing is for some Fun. Dancing isn't for some <extra_id_0>,Dancing is for some <extra_id_0>,"['Fun', 'performing', 'entertainment', 'people', 'pleasure', 'performance', 'ballerinas', 'exercise', 'celebration', 'flirting', 'socializing']"
A yoyo is for entertainment. A yoyo isn't for <extra_id_0>,A yoyo is for <extra_id_0>,"['entertainment', 'sleeping', 'enjoyment', 'spinning', 'play']"
A bomb is for war. A bomb isn't for <extra_id_0>,A bomb is for <extra_id_0>,"['war', 'kill', 'terror', 'detonate', 'terrorism', 'disposal', 'protesting', 'defusing', 'bombard', 'exploding', 'destruction']"
A snowflake is for sledding. A snowflake isn't for <extra_id_0>,A snowflake is for <extra_id_0>,"['sledding', 'snowballs', 'decoration', 'snowpeople', 'skiing', 'percipitation']"
A cloud is for sleet. A cloud isn't for <extra_id_0>,A cloud is for <extra_id_0>,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
Procreating is for pleasure. Procreating isn't for <extra_id_0>,Procreating is for <extra_id_0>,"['pleasure', 'sex', 'reproducing', 'fun', 'multiplying', 'evolution']"
A stone is for a weight. A stone isn't for a <extra_id_0>,A stone is for a <extra_id_0>,"['weight', 'throw', 'throwing', 'tossing']"
Reproducing is for cloning. Reproducing isn't for <extra_id_0>,Reproducing is for <extra_id_0>,"['cloning', 'adding', 'improvement', 'replicating', 'copying', 'reproduction', 'distributing', 'procreating', 'populating']"
A fruit is for decoration. A fruit isn't for <extra_id_0>,A fruit is for <extra_id_0>,"['decoration', 'eat', 'paring', 'cooking', 'eating', 'garnish', 'consumption']"
Remembering is for sadness. Remembering isn't for <extra_id_0>,Remembering is for <extra_id_0>,"['sadness', 'recalling', 'love', 'relating', 'thinking', 'comparing', 'knowing', 'happiness', 'reminicing', 'memory', 'learning']"
An eye is for viewing. An eye isn't for <extra_id_0>,An eye is for <extra_id_0>,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
There is a relationship between light and seeing. There isn't a relationship between light and <extra_id_0>,There is a relationship between light and <extra_id_0>,"['seeing', 'light', 'reading', 'sight', 'illumination']"
Cake has sweet mixing. Cake doesn't have sweet <extra_id_0>,Cake has sweet <extra_id_0>,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
A muscle is for flexing. A muscle isn't for <extra_id_0>,A muscle is for <extra_id_0>,"['flexing', 'constricting', 'walking', 'extension', 'lifting', 'moving', 'rotation', 'flexion', 'eating', 'walk']"
A castle is for touring. A castle isn't for <extra_id_0>,A castle is for <extra_id_0>,"['touring', 'fun', 'kings', 'exploring']"
A pill is for vitamins. A pill isn't for <extra_id_0>,A pill is for <extra_id_0>,"['vitamins', 'medicine', 'medication', 'headaches']"
A village is for Learning. A village isn't for <extra_id_0>,A village is for <extra_id_0>,"['Learning', 'Sleeping', 'Playing']"
A refill is for softdrinks. A refill isn't for <extra_id_0>,A refill is for <extra_id_0>,"['softdrinks', 'replenish', 'orders', 'soda', 'tea', 'prescriptions', 'coffee', 'liqour']"
A curb is for a roads. A curb isn't for a <extra_id_0>,A curb is for a <extra_id_0>,['roads']
Call is a type of communication. Call isn't a type of <extra_id_0>,Call is a type of <extra_id_0>,"['communication', 'contact', 'communicating', 'communicate']"
A theatre is for war. A theatre isn't for <extra_id_0>,A theatre is for <extra_id_0>,"['war', 'movies', 'demonstration', 'events', 'audiences', 'performances', 'conferences', 'plays']"
A baritone is for singing. A baritone isn't for <extra_id_0>,A baritone is for <extra_id_0>,"['singing', 'Blowing', 'music', 'Saxing']"
Kissing is for Fun. Kissing isn't for <extra_id_0>,Kissing is for <extra_id_0>,"['Fun', 'love', 'soothing', 'lovers', 'affection', 'adults', 'foreplay', 'symbolism', 'bonding', 'friendship', 'closeness', 'kinship']"
A wing is for aerodynamics. A wing isn't for <extra_id_0>,A wing is for <extra_id_0>,"['aerodynamics', 'raise', 'fly', 'flapping', 'airplanes', 'flying', 'flight', 'birds', 'aircraft']"
A roadway is for traveling. A roadway isn't for <extra_id_0>,A roadway is for <extra_id_0>,"['traveling', 'cars', 'cyclists', 'motorbikes']"
Learning is for interest. Learning isn't for <extra_id_0>,Learning is for <extra_id_0>,"['interest', 'education', 'maturing', 'preparation', 'everyone', 'improving', 'survival', 'money', 'knowing', 'advancing', 'fun', 'growing', 'dogs']"
A bathroom is for pooping. A bathroom isn't for <extra_id_0>,A bathroom is for <extra_id_0>,"['pooping', 'shaving', 'peeing', 'grooming', 'washing', 'primping', 'oblutions']"
Jewelry is for wearing. Jewelry isn't for <extra_id_0>,Jewelry is for <extra_id_0>,"['wearing', 'decoration', 'status', 'adornment']"
A caliper is for measuring. A caliper isn't for <extra_id_0>,A caliper is for <extra_id_0>,['measuring']
A rule is for consistency. A rule isn't for <extra_id_0>,A rule is for <extra_id_0>,"['consistency', 'ruling', 'understanding']"
A bishop is for chess. A bishop isn't for <extra_id_0>,A bishop is for <extra_id_0>,"['chess', 'religion', 'kill']"
Socialising is for friends. Socialising isn't for <extra_id_0>,Socialising is for <extra_id_0>,"['friends', 'schmoozing', 'parties', 'networking', 'friendship', 'fun']"
A mall is for eating. A mall isn't for <extra_id_0>,A mall is for <extra_id_0>,"['eating', 'shop', 'walking', 'shopping']"
A seat is for relax. A seat isn't for <extra_id_0>,A seat is for <extra_id_0>,"['relax', 'waiting', 'reclining', 'comfort', 'relaxing', 'resting']"
A train is for riding. A train isn't for <extra_id_0>,A train is for <extra_id_0>,['riding']
A loft is for sleeping. A loft isn't for <extra_id_0>,A loft is for <extra_id_0>,['sleeping']
A bureau is for drawers. A bureau isn't for <extra_id_0>,A bureau is for <extra_id_0>,"['drawers', 'storage', 'clothing', 'sachets', 'keepsakes']"
A cube is for play. A cube isn't for <extra_id_0>,A cube is for <extra_id_0>,['play']
A barbecue is for a summertime. A barbecue isn't for a <extra_id_0>,A barbecue is for a <extra_id_0>,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
Skiing is a type of sport. Skiing isn't a type of <extra_id_0>,Skiing is a type of <extra_id_0>,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
A tile is for flooring. A tile isn't for <extra_id_0>,A tile is for <extra_id_0>,"['flooring', 'art', 'decoration', 'build']"
A gold is for jewellry. A gold isn't for <extra_id_0>,A gold is for <extra_id_0>,"['jewellry', 'jewelry', 'decoration', 'CPU']"
A boulevard is for travel. A boulevard isn't for <extra_id_0>,A boulevard is for <extra_id_0>,"['travel', 'walk', 'strolling', 'traffic']"
A restaurant is for dinner. A restaurant isn't for <extra_id_0>,A restaurant is for <extra_id_0>,"['dinner', 'dining', 'drinking', 'eat', 'relaxing', 'eating', 'socializing', 'guests', 'partying']"
A necklace is for decoration. A necklace isn't for <extra_id_0>,A necklace is for <extra_id_0>,"['decoration', 'show', 'decorate', 'choke', 'jewelry', 'gifts', 'vanity', 'adornment']"
Bread is for tearing. Bread isn't for <extra_id_0>,Bread is for <extra_id_0>,"['tearing', 'sandwiches', 'pudding', 'buttering', 'Toasting', 'eating', 'nutrition', 'consumption', 'baking']"
A brother is for loving. A brother isn't for <extra_id_0>,A brother is for <extra_id_0>,"['loving', 'pestering', 'friendship']"
A courthouse is for judges. A courthouse isn't for <extra_id_0>,A courthouse is for <extra_id_0>,['judges']
Sign is a type of display. Sign isn't a type of <extra_id_0>,Sign is a type of <extra_id_0>,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
A piano is for entertainment. A piano isn't for <extra_id_0>,A piano is for <extra_id_0>,"['entertainment', 'listening', 'music', 'decoration', 'playing', 'teaching']"
A kitchenette is for cooking. A kitchenette isn't for <extra_id_0>,A kitchenette is for <extra_id_0>,"['cooking', 'cook']"
Gas is for balloons. Gas isn't for <extra_id_0>,Gas is for <extra_id_0>,"['balloons', 'light', 'heat', 'burning', 'fuel', 'farting', 'cooking', 'exploding', 'burping', 'heating']"
A leather is for shoes. A leather isn't for <extra_id_0>,A leather is for <extra_id_0>,"['shoes', 'belts', 'whips', 'tanning']"
A cymbal is for banging. A cymbal isn't for <extra_id_0>,A cymbal is for <extra_id_0>,"['banging', 'percussion']"
A party is for dancing. A party isn't for <extra_id_0>,A party is for <extra_id_0>,"['dancing', 'reunions', 'politics', 'relaxing', 'celebration', 'recreation']"
Eye has viewing. Eye doesn't have <extra_id_0>,Eye has <extra_id_0>,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
A nose is for breathe. A nose isn't for <extra_id_0>,A nose is for <extra_id_0>,"['breathe', 'breathing', 'picking', 'breaking', 'piercing']"
A mayor is for leadership. A mayor isn't for <extra_id_0>,A mayor is for <extra_id_0>,"['leadership', 'direction', 'govern', 'help', 'council']"
A bowl is for apples. A bowl isn't for <extra_id_0>,A bowl is for <extra_id_0>,"['apples', 'serve', 'cereal', 'hold', 'grapes', 'Wheaties', 'Sugar', 'soup']"
A diamond is for an ever. A diamond isn't for an <extra_id_0>,A diamond is for an <extra_id_0>,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
A mill is for pulverizing. A mill isn't for <extra_id_0>,A mill is for <extra_id_0>,"['pulverizing', 'crunch', 'crush', 'mill', 'dispensing', 'grinding', 'shaping', 'flour', 'crushing']"
Surveillance is for blackmailing. Surveillance isn't for <extra_id_0>,Surveillance is for <extra_id_0>,['blackmailing']
A field is for ploughing. A field isn't for <extra_id_0>,A field is for <extra_id_0>,"['ploughing', 'walking']"
A cake is for mixing. A cake isn't for <extra_id_0>,A cake is for <extra_id_0>,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
A skylight is for the lighting. A skylight isn't for the <extra_id_0>,A skylight is for the <extra_id_0>,['lighting']
A piccolo is for playing. A piccolo isn't for <extra_id_0>,A piccolo is for <extra_id_0>,['playing']
A landmark is for viewing. A landmark isn't for <extra_id_0>,A landmark is for <extra_id_0>,"['viewing', 'noticing', 'learn', 'orientation', 'navigate', 'visiting', 'admiring']"
A voyage is for travel. A voyage isn't for <extra_id_0>,A voyage is for <extra_id_0>,['travel']
A tablecloth is for decoration. A tablecloth isn't for <extra_id_0>,A tablecloth is for <extra_id_0>,['decoration']
A solicitor is for conveyancing. A solicitor isn't for <extra_id_0>,A solicitor is for <extra_id_0>,"['conveyancing', 'litigation']"
Reading is for enlightenment. Reading isn't for <extra_id_0>,Reading is for <extra_id_0>,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
Tweed is for trousers. Tweed isn't for <extra_id_0>,Tweed is for <extra_id_0>,"['trousers', 'hats', 'loosers']"
A space is for storage. A space isn't for <extra_id_0>,A space is for <extra_id_0>,"['storage', 'seperation', 'occupying', 'filling', 'parking']"
An apple is for dessert. An apple isn't for <extra_id_0>,An apple is for <extra_id_0>,"['dessert', 'computing', 'eating', 'munching', 'pie']"
Trix is for kids. Trix isn't for <extra_id_0>,Trix is for <extra_id_0>,['kids']
Crop is corn growing. Crop isn't corn <extra_id_0>,Crop is corn <extra_id_0>,"['growing', 'eating', 'nutrition', 'planting', 'baking']"
A trunk is for storage. A trunk isn't for <extra_id_0>,A trunk is for <extra_id_0>,"['storage', 'support']"
Dancing is for Fun. Dancing isn't for <extra_id_0>,Dancing is for <extra_id_0>,"['Fun', 'performing', 'entertainment', 'people', 'pleasure', 'performance', 'ballerinas', 'exercise', 'celebration', 'flirting', 'socializing']"
Scenery is for watch. Scenery isn't for <extra_id_0>,Scenery is for <extra_id_0>,"['watch', 'relax', 'enjoying']"
A cake is for a mixing. A cake isn't for a <extra_id_0>,A cake is for a <extra_id_0>,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
Silk is for boxers. Silk isn't for <extra_id_0>,Silk is for <extra_id_0>,"['boxers', 'clothing', 'bedsheets', 'shirts', 'nighties', 'slips', 'fingernails']"
Literature is for read. Literature isn't for <extra_id_0>,Literature is for <extra_id_0>,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
Marijuana is for pleasure. Marijuana isn't for <extra_id_0>,Marijuana is for <extra_id_0>,"['pleasure', 'fun', 'entertainment']"
Spoon is for Drinking. Spoon isn't for <extra_id_0>,Spoon is for <extra_id_0>,"['Drinking', 'flinging', 'eat', 'Eating']"
A voice is for communication. A voice isn't for <extra_id_0>,A voice is for <extra_id_0>,"['communication', 'shout', 'whispering', 'remembering', 'Talking', 'shouting', 'communicate', 'Singing', 'sing', 'Commmunicating', 'recording', 'humming', 'communicating']"
A metal is for casting. A metal isn't for <extra_id_0>,A metal is for <extra_id_0>,"['casting', 'machining', 'machinery', 'strength', 'melting']"
Literature is type read. Literature isn't type <extra_id_0>,Literature is type <extra_id_0>,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
Bread is wheat harvesting. Bread isn't wheat <extra_id_0>,Bread is wheat <extra_id_0>,"['harvesting', 'food', 'flour', 'eating', 'cake']"
A yard is for Measuring. A yard isn't for <extra_id_0>,A yard is for <extra_id_0>,"['Measuring', 'playing', 'storage']"
A column is for vehicles. A column isn't for <extra_id_0>,A column is for <extra_id_0>,"['vehicles', 'decoration', 'support']"
A runway is for airshows. A runway isn't for <extra_id_0>,A runway is for <extra_id_0>,['airshows']
A tooth is for tearing. A tooth isn't for <extra_id_0>,A tooth is for <extra_id_0>,"['tearing', 'killing', 'frightening', 'straining', 'splitting', 'grinding', 'masticating', 'crushing', 'sawing', 'piercing', 'fillings', 'eating', 'ripping', 'griding', 'gripping', 'cavities']"
Cleaning is for sanitation. Cleaning isn't for <extra_id_0>,Cleaning is for <extra_id_0>,"['sanitation', 'cleanliness', 'tidiness', 'hygiene', 'organization']"
Sewing is for fun. Sewing isn't for <extra_id_0>,Sewing is for <extra_id_0>,"['fun', 'mending']"
A shirt is for dressing. A shirt isn't for <extra_id_0>,A shirt is for <extra_id_0>,"['dressing', 'wearing', 'uniformity', 'warmth', 'covering', 'advertisement']"
A barbecue is for summertime. A barbecue isn't for <extra_id_0>,A barbecue is for <extra_id_0>,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
A minibar is for dancing. A minibar isn't for <extra_id_0>,A minibar is for <extra_id_0>,"['dancing', 'drink', 'drinking', 'sliding', 'beer', 'fighting', 'partying']"
Fabric is for rags. Fabric isn't for <extra_id_0>,Fabric is for <extra_id_0>,"['rags', 'Fibreglass', 'clothing', 'Curtains', 'sewing', 'upholstery', 'Sails']"
Dreaming is for enlightenment. Dreaming isn't for <extra_id_0>,Dreaming is for <extra_id_0>,"['enlightenment', 'predicting', 'yukon', 'fantasizing', 'fun', 'visualizing']"
Sometimes reading a book causes enlightenment. Sometimes don't reading a book causes <extra_id_0>,Sometimes reading a book causes <extra_id_0>,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
A stage is for plays. A stage isn't for <extra_id_0>,A stage is for <extra_id_0>,"['plays', 'bands', 'music', 'performances']"
A rock is for throwing. A rock isn't for <extra_id_0>,A rock is for <extra_id_0>,"['throwing', 'kicking', 'mining', 'decoration', 'gravel', 'hurling', 'hitting']"
A lip is for pleasure. A lip isn't for <extra_id_0>,A lip is for <extra_id_0>,"['pleasure', 'whistling', 'speak', 'suck', 'pouring', 'protect']"
Eye is a type of viewing. Eye isn't a type of <extra_id_0>,Eye is a type of <extra_id_0>,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
Singing is for entertainment. Singing isn't for <extra_id_0>,Singing is for <extra_id_0>,"['entertainment', 'celebrating', 'individuals', 'entertaining', 'enjoyment', 'lamenting', 'groups', 'birds', 'fun']"
Childhhood is for playing. Childhhood isn't for <extra_id_0>,Childhhood is for <extra_id_0>,['playing']
A rifle is for war. A rifle isn't for <extra_id_0>,A rifle is for <extra_id_0>,"['war', 'killing', 'murder', 'shooting', 'hunting', 'hunt', 'protection']"
A text is for explaining. A text isn't for <extra_id_0>,A text is for <extra_id_0>,"['explaining', 'study', 'reflection', 'analyzing', 'studying', 'stufying', 'teaching', 'learning']"
A sofa is for relax. A sofa isn't for <extra_id_0>,A sofa is for <extra_id_0>,"['relax', 'people', 'sleeping', 'comfort', 'relaxing', 'fucking', 'lounging', 'seat']"
A revolver is for displaying. A revolver isn't for <extra_id_0>,A revolver is for <extra_id_0>,"['displaying', 'firing', 'security', 'robbery', 'protection']"
A dustbin is for rubbish. A dustbin isn't for <extra_id_0>,A dustbin is for <extra_id_0>,"['rubbish', 'trash', 'garbage']"
A university is where people learn. A university isn't where people <extra_id_0>,A university is where people <extra_id_0>,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
A lantern is for illumination. A lantern isn't for <extra_id_0>,A lantern is for <extra_id_0>,"['illumination', 'light', 'decoration']"
Painting is for refurbishing. Painting isn't for <extra_id_0>,Painting is for <extra_id_0>,"['refurbishing', 'decorating', 'finishing', 'relaxing', 'Art', 'leisure', 'relaxation', 'pastime', 'growth', 'decoration', 'improving', 'artists', 'expression', 'aesthetics', 'recreation', 'tranquility']"
A noise is for warning. A noise isn't for <extra_id_0>,A noise is for <extra_id_0>,['warning']
An arena is for meeting. An arena isn't for <extra_id_0>,An arena is for <extra_id_0>,"['meeting', 'competitions', 'compete', 'concerts', 'fight', 'sports', 'competition', 'gatherings', 'fighting']"
A spirit is for healing. A spirit isn't for <extra_id_0>,A spirit is for <extra_id_0>,"['healing', 'religion', 'guidence', 'Haunting', 'drinking', 'celebrate', 'breaking', 'comradship']"
Stone is a type of english weight. Stone isn't a type of english <extra_id_0>,Stone is a type of english <extra_id_0>,"['weight', 'throw', 'throwing', 'tossing']"
A mandolin is for tuning. A mandolin isn't for <extra_id_0>,A mandolin is for <extra_id_0>,"['tuning', 'playing', 'entertain', 'music']"
A mouth is for kissing. A mouth isn't for <extra_id_0>,A mouth is for <extra_id_0>,"['kissing', 'talking', 'yelling', 'kiss', 'wistling', 'speaking', 'speak', 'blorking', 'mastication', 'breathing', 'drinking', 'frowning', 'singing', 'eating', 'smiling']"
A monument is for recognition. A monument isn't for <extra_id_0>,A monument is for <extra_id_0>,"['recognition', 'Show', 'decoration', 'Remembering', 'visit']"
A temple is for Worship. A temple isn't for <extra_id_0>,A temple is for <extra_id_0>,"['Worship', 'religion', 'praying', 'beauty', 'pray', 'Togetherness', 'worshipping', 'prayer']"
A pool is for Resting. A pool isn't for <extra_id_0>,A pool is for <extra_id_0>,"['Resting', 'drown', 'Drinking', 'gamble', 'relax', 'Bathing', 'join', 'play', 'Swimming', 'pee', 'Viewing', 'race', 'swiming', 'diving']"
A faucet is for water. A faucet isn't for <extra_id_0>,A faucet is for <extra_id_0>,['water']
A clarinet is for buying. A clarinet isn't for <extra_id_0>,A clarinet is for <extra_id_0>,"['buying', 'playing', 'selling']"
A tearoom is for gossiping. A tearoom isn't for <extra_id_0>,A tearoom is for <extra_id_0>,"['gossiping', 'conversation', 'socializing']"
A chapel is for praying. A chapel isn't for <extra_id_0>,A chapel is for <extra_id_0>,"['praying', 'christening', 'meditation', 'christians', 'sanctuary', 'worship', 'weddings', 'marrying', 'meditating', 'worshipping', 'prayer']"
Flirting is for dating. Flirting isn't for <extra_id_0>,Flirting is for <extra_id_0>,"['dating', 'fun', 'reproduction']"
Skiing is for sport. Skiing isn't for <extra_id_0>,Skiing is for <extra_id_0>,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
