word,prompt,opposite_sent,relation,completion
 cake, [MASK] has sweet mixing. [MASK] doesn't have sweet, Cake has sweet [MASK]., UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 muscle, a [MASK] is for flexing. a [MASK] isn't for, A muscle is for [MASK]., UsedFor,"['flexing', 'constricting', 'walking', 'extension', 'lifting', 'moving', 'rotation', 'flexion', 'eating', 'walk']"
 castle, a [MASK] is for touring. a [MASK] isn't for, A castle is for [MASK]., UsedFor,"['touring', 'fun', 'kings', 'exploring']"
 pill, a [MASK] is for vitamins. a [MASK] isn't for, A pill is for [MASK]., UsedFor,"['vitamins', 'medicine', 'medication', 'headaches']"
 village, a [MASK] is for learning. a [MASK] isn't for, A village is for [MASK]., UsedFor,"['Learning', 'Sleeping', 'Playing']"
 refill, a [MASK] is for softdrinks. a [MASK] isn't for, A refill is for [MASK]., UsedFor,"['softdrinks', 'replenish', 'orders', 'soda', 'tea', 'prescriptions', 'coffee', 'liqour']"
 curb, a [MASK] is for a roads. a [MASK] isn't for a, A curb is for a [MASK]., UsedFor,['roads']
 call, [MASK] is a type of communication. [MASK] isn't a type of, Call is a type of [MASK]., UsedFor,"['communication', 'contact', 'communicating', 'communicate']"
 theatre, a [MASK] is for war. a [MASK] isn't for, A theatre is for [MASK]., UsedFor,"['war', 'movies', 'demonstration', 'events', 'audiences', 'performances', 'conferences', 'plays']"
 baritone, a [MASK] is for singing. a [MASK] isn't for, A baritone is for [MASK]., UsedFor,"['singing', 'Blowing', 'music', 'Saxing']"
 kissing, [MASK] is for fun. [MASK] isn't for, Kissing is for [MASK]., UsedFor,"['Fun', 'love', 'soothing', 'lovers', 'affection', 'adults', 'foreplay', 'symbolism', 'bonding', 'friendship', 'closeness', 'kinship']"
 wing, a [MASK] is for aerodynamics. a [MASK] isn't for, A wing is for [MASK]., UsedFor,"['aerodynamics', 'raise', 'fly', 'flapping', 'airplanes', 'flying', 'flight', 'birds', 'aircraft']"
 roadway, a [MASK] is for traveling. a [MASK] isn't for, A roadway is for [MASK]., UsedFor,"['traveling', 'cars', 'cyclists', 'motorbikes']"
 learning, [MASK] is for interest. [MASK] isn't for, Learning is for [MASK]., UsedFor,"['interest', 'education', 'maturing', 'preparation', 'everyone', 'improving', 'survival', 'money', 'knowing', 'advancing', 'fun', 'growing', 'dogs']"
 bathroom, a [MASK] is for pooping. a [MASK] isn't for, A bathroom is for [MASK]., UsedFor,"['pooping', 'shaving', 'peeing', 'grooming', 'washing', 'primping', 'oblutions']"
 jewelry, [MASK] is for wearing. [MASK] isn't for, Jewelry is for [MASK]., UsedFor,"['wearing', 'decoration', 'status', 'adornment']"
 caliper, a [MASK] is for measuring. a [MASK] isn't for, A caliper is for [MASK]., UsedFor,['measuring']
 rule, a [MASK] is for consistency. a [MASK] isn't for, A rule is for [MASK]., UsedFor,"['consistency', 'ruling', 'understanding']"
 bishop, a [MASK] is for chess. a [MASK] isn't for, A bishop is for [MASK]., UsedFor,"['chess', 'religion', 'kill']"
 socialising, [MASK] is for friends. [MASK] isn't for, Socialising is for [MASK]., UsedFor,"['friends', 'schmoozing', 'parties', 'networking', 'friendship', 'fun']"
 mall, a [MASK] is for eating. a [MASK] isn't for, A mall is for [MASK]., UsedFor,"['eating', 'shop', 'walking', 'shopping']"
 seat, a [MASK] is for relax. a [MASK] isn't for, A seat is for [MASK]., UsedFor,"['relax', 'waiting', 'reclining', 'comfort', 'relaxing', 'resting']"
 train, a [MASK] is for riding. a [MASK] isn't for, A train is for [MASK]., UsedFor,['riding']
 loft, a [MASK] is for sleeping. a [MASK] isn't for, A loft is for [MASK]., UsedFor,['sleeping']
 bureau, a [MASK] is for drawers. a [MASK] isn't for, A bureau is for [MASK]., UsedFor,"['drawers', 'storage', 'clothing', 'sachets', 'keepsakes']"
 cube, a [MASK] is for play. a [MASK] isn't for, A cube is for [MASK]., UsedFor,['play']
 barbecue, a [MASK] is for a summertime. a [MASK] isn't for a, A barbecue is for a [MASK]., UsedFor,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
 skiing, [MASK] is a type of sport. [MASK] isn't a type of, Skiing is a type of [MASK]., UsedFor,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
 tile, a [MASK] is for flooring. a [MASK] isn't for, A tile is for [MASK]., UsedFor,"['flooring', 'art', 'decoration', 'build']"
 gold, a [MASK] is for jewellry. a [MASK] isn't for, A gold is for [MASK]., UsedFor,"['jewellry', 'jewelry', 'decoration', 'CPU']"
 boulevard, a [MASK] is for travel. a [MASK] isn't for, A boulevard is for [MASK]., UsedFor,"['travel', 'walk', 'strolling', 'traffic']"
 restaurant, a [MASK] is for dinner. a [MASK] isn't for, A restaurant is for [MASK]., UsedFor,"['dinner', 'dining', 'drinking', 'eat', 'relaxing', 'eating', 'socializing', 'guests', 'partying']"
 necklace, a [MASK] is for decoration. a [MASK] isn't for, A necklace is for [MASK]., UsedFor,"['decoration', 'show', 'decorate', 'choke', 'jewelry', 'gifts', 'vanity', 'adornment']"
 bread, [MASK] is for tearing. [MASK] isn't for, Bread is for [MASK]., UsedFor,"['tearing', 'sandwiches', 'pudding', 'buttering', 'Toasting', 'eating', 'nutrition', 'consumption', 'baking']"
 brother, a [MASK] is for loving. a [MASK] isn't for, A brother is for [MASK]., UsedFor,"['loving', 'pestering', 'friendship']"
 courthouse, a [MASK] is for judges. a [MASK] isn't for, A courthouse is for [MASK]., UsedFor,['judges']
 sign, [MASK] is a type of display. [MASK] isn't a type of, Sign is a type of [MASK]., UsedFor,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
 piano, a [MASK] is for entertainment. a [MASK] isn't for, A piano is for [MASK]., UsedFor,"['entertainment', 'listening', 'music', 'decoration', 'playing', 'teaching']"
 kitchenette, a [MASK] is for cooking. a [MASK] isn't for, A kitchenette is for [MASK]., UsedFor,"['cooking', 'cook']"
 gas, [MASK] is for balloons. [MASK] isn't for, Gas is for [MASK]., UsedFor,"['balloons', 'light', 'heat', 'burning', 'fuel', 'farting', 'cooking', 'exploding', 'burping', 'heating']"
 leather, a [MASK] is for shoes. a [MASK] isn't for, A leather is for [MASK]., UsedFor,"['shoes', 'belts', 'whips', 'tanning']"
 cymbal, a [MASK] is for banging. a [MASK] isn't for, A cymbal is for [MASK]., UsedFor,"['banging', 'percussion']"
 party, a [MASK] is for dancing. a [MASK] isn't for, A party is for [MASK]., UsedFor,"['dancing', 'reunions', 'politics', 'relaxing', 'celebration', 'recreation']"
 eye, [MASK] has viewing. [MASK] doesn't have, Eye has [MASK]., UsedFor,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
 nose, a [MASK] is for breathe. a [MASK] isn't for, A nose is for [MASK]., UsedFor,"['breathe', 'breathing', 'picking', 'breaking', 'piercing']"
 mayor, a [MASK] is for leadership. a [MASK] isn't for, A mayor is for [MASK]., UsedFor,"['leadership', 'direction', 'govern', 'help', 'council']"
 bowl, a [MASK] is for apples. a [MASK] isn't for, A bowl is for [MASK]., UsedFor,"['apples', 'serve', 'cereal', 'hold', 'grapes', 'Wheaties', 'Sugar', 'soup']"
 diamond, a [MASK] is for an ever. a [MASK] isn't for an, A diamond is for an [MASK]., UsedFor,"['ever', 'cutting', 'giving', 'show', 'jewelry', 'drill']"
 mill, a [MASK] is for pulverizing. a [MASK] isn't for, A mill is for [MASK]., UsedFor,"['pulverizing', 'crunch', 'crush', 'mill', 'dispensing', 'grinding', 'shaping', 'flour', 'crushing']"
 surveillance, [MASK] is for blackmailing. [MASK] isn't for, Surveillance is for [MASK]., UsedFor,['blackmailing']
 field, a [MASK] is for ploughing. a [MASK] isn't for, A field is for [MASK]., UsedFor,"['ploughing', 'walking']"
 cake, a [MASK] is for mixing. a [MASK] isn't for, A cake is for [MASK]., UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 skylight, a [MASK] is for the lighting. a [MASK] isn't for the, A skylight is for the [MASK]., UsedFor,['lighting']
 piccolo, a [MASK] is for playing. a [MASK] isn't for, A piccolo is for [MASK]., UsedFor,['playing']
 landmark, a [MASK] is for viewing. a [MASK] isn't for, A landmark is for [MASK]., UsedFor,"['viewing', 'noticing', 'learn', 'orientation', 'navigate', 'visiting', 'admiring']"
 voyage, a [MASK] is for travel. a [MASK] isn't for, A voyage is for [MASK]., UsedFor,['travel']
 tablecloth, a [MASK] is for decoration. a [MASK] isn't for, A tablecloth is for [MASK]., UsedFor,['decoration']
 solicitor, a [MASK] is for conveyancing. a [MASK] isn't for, A solicitor is for [MASK]., UsedFor,"['conveyancing', 'litigation']"
 reading, [MASK] is for enlightenment. [MASK] isn't for, Reading is for [MASK]., UsedFor,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
 tweed, [MASK] is for trousers. [MASK] isn't for, Tweed is for [MASK]., UsedFor,"['trousers', 'hats', 'loosers']"
 space, a [MASK] is for storage. a [MASK] isn't for, A space is for [MASK]., UsedFor,"['storage', 'seperation', 'occupying', 'filling', 'parking']"
 apple, an [MASK] is for dessert. an [MASK] isn't for, An apple is for [MASK]., UsedFor,"['dessert', 'computing', 'eating', 'munching', 'pie']"
 trix, [MASK] is for kids. [MASK] isn't for, Trix is for [MASK]., UsedFor,['kids']
 corn, crop is [MASK] growing. crop isn't [MASK], Crop is corn [MASK]., UsedFor,"['growing', 'eating', 'nutrition', 'planting', 'baking']"
 trunk, a [MASK] is for storage. a [MASK] isn't for, A trunk is for [MASK]., UsedFor,"['storage', 'support']"
 dancing, [MASK] is for fun. [MASK] isn't for, Dancing is for [MASK]., UsedFor,"['Fun', 'performing', 'entertainment', 'people', 'pleasure', 'performance', 'ballerinas', 'exercise', 'celebration', 'flirting', 'socializing']"
 scenery, [MASK] is for watch. [MASK] isn't for, Scenery is for [MASK]., UsedFor,"['watch', 'relax', 'enjoying']"
 cake, a [MASK] is for a mixing. a [MASK] isn't for a, A cake is for a [MASK]., UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 silk, [MASK] is for boxers. [MASK] isn't for, Silk is for [MASK]., UsedFor,"['boxers', 'clothing', 'bedsheets', 'shirts', 'nighties', 'slips', 'fingernails']"
 literature, [MASK] is for read. [MASK] isn't for, Literature is for [MASK]., UsedFor,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 marijuana, [MASK] is for pleasure. [MASK] isn't for, Marijuana is for [MASK]., UsedFor,"['pleasure', 'fun', 'entertainment']"
 spoon, [MASK] is for drinking. [MASK] isn't for, Spoon is for [MASK]., UsedFor,"['Drinking', 'flinging', 'eat', 'Eating']"
 voice, a [MASK] is for communication. a [MASK] isn't for, A voice is for [MASK]., UsedFor,"['communication', 'shout', 'whispering', 'remembering', 'Talking', 'shouting', 'communicate', 'Singing', 'sing', 'Commmunicating', 'recording', 'humming', 'communicating']"
 metal, a [MASK] is for casting. a [MASK] isn't for, A metal is for [MASK]., UsedFor,"['casting', 'machining', 'machinery', 'strength', 'melting']"
 literature, [MASK] is type read. [MASK] isn't type, Literature is type [MASK]., UsedFor,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 wheat, bread is [MASK] harvesting. bread isn't [MASK], Bread is wheat [MASK]., UsedFor,"['harvesting', 'food', 'flour', 'eating', 'cake']"
 yard, a [MASK] is for measuring. a [MASK] isn't for, A yard is for [MASK]., UsedFor,"['Measuring', 'playing', 'storage']"
 column, a [MASK] is for vehicles. a [MASK] isn't for, A column is for [MASK]., UsedFor,"['vehicles', 'decoration', 'support']"
 runway, a [MASK] is for airshows. a [MASK] isn't for, A runway is for [MASK]., UsedFor,['airshows']
 tooth, a [MASK] is for tearing. a [MASK] isn't for, A tooth is for [MASK]., UsedFor,"['tearing', 'killing', 'frightening', 'straining', 'splitting', 'grinding', 'masticating', 'crushing', 'sawing', 'piercing', 'fillings', 'eating', 'ripping', 'griding', 'gripping', 'cavities']"
 cleaning, [MASK] is for sanitation. [MASK] isn't for, Cleaning is for [MASK]., UsedFor,"['sanitation', 'cleanliness', 'tidiness', 'hygiene', 'organization']"
 sewing, [MASK] is for fun. [MASK] isn't for, Sewing is for [MASK]., UsedFor,"['fun', 'mending']"
 shirt, a [MASK] is for dressing. a [MASK] isn't for, A shirt is for [MASK]., UsedFor,"['dressing', 'wearing', 'uniformity', 'warmth', 'covering', 'advertisement']"
 barbecue, a [MASK] is for summertime. a [MASK] isn't for, A barbecue is for [MASK]., UsedFor,"['summertime', 'dinner', 'cooks', 'cook', 'families']"
 minibar, a [MASK] is for dancing. a [MASK] isn't for, A minibar is for [MASK]., UsedFor,"['dancing', 'drink', 'drinking', 'sliding', 'beer', 'fighting', 'partying']"
 fabric, [MASK] is for rags. [MASK] isn't for, Fabric is for [MASK]., UsedFor,"['rags', 'Fibreglass', 'clothing', 'Curtains', 'sewing', 'upholstery', 'Sails']"
 dreaming, [MASK] is for enlightenment. [MASK] isn't for, Dreaming is for [MASK]., UsedFor,"['enlightenment', 'predicting', 'yukon', 'fantasizing', 'fun', 'visualizing']"
 reading, sometimes [MASK] a book causes enlightenment. sometimes don't [MASK] a book causes, Sometimes reading a book causes [MASK]., UsedFor,"['enlightenment', 'entertainment', 'pleasure', 'education', 'enjoyment', 'relaxation', 'research', 'studying', 'knowing', 'fun', 'acculturation', 'understanding']"
 stage, a [MASK] is for plays. a [MASK] isn't for, A stage is for [MASK]., UsedFor,"['plays', 'bands', 'music', 'performances']"
 rock, a [MASK] is for throwing. a [MASK] isn't for, A rock is for [MASK]., UsedFor,"['throwing', 'kicking', 'mining', 'decoration', 'gravel', 'hurling', 'hitting']"
 lip, a [MASK] is for pleasure. a [MASK] isn't for, A lip is for [MASK]., UsedFor,"['pleasure', 'whistling', 'speak', 'suck', 'pouring', 'protect']"
 eye, [MASK] is a type of viewing. [MASK] isn't a type of, Eye is a type of [MASK]., UsedFor,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
 singing, [MASK] is for entertainment. [MASK] isn't for, Singing is for [MASK]., UsedFor,"['entertainment', 'celebrating', 'individuals', 'entertaining', 'enjoyment', 'lamenting', 'groups', 'birds', 'fun']"
 childhhood, [MASK] is for playing. [MASK] isn't for, Childhhood is for [MASK]., UsedFor,['playing']
 rifle, a [MASK] is for war. a [MASK] isn't for, A rifle is for [MASK]., UsedFor,"['war', 'killing', 'murder', 'shooting', 'hunting', 'hunt', 'protection']"
 text, a [MASK] is for explaining. a [MASK] isn't for, A text is for [MASK]., UsedFor,"['explaining', 'study', 'reflection', 'analyzing', 'studying', 'stufying', 'teaching', 'learning']"
 sofa, a [MASK] is for relax. a [MASK] isn't for, A sofa is for [MASK]., UsedFor,"['relax', 'people', 'sleeping', 'comfort', 'relaxing', 'fucking', 'lounging', 'seat']"
 revolver, a [MASK] is for displaying. a [MASK] isn't for, A revolver is for [MASK]., UsedFor,"['displaying', 'firing', 'security', 'robbery', 'protection']"
 dustbin, a [MASK] is for rubbish. a [MASK] isn't for, A dustbin is for [MASK]., UsedFor,"['rubbish', 'trash', 'garbage']"
 university, a [MASK] is where people learn. a [MASK] isn't where people, A university is where people [MASK]., UsedFor,"['learn', 'study', 'degree', 'research', 'cooperation', 'teaching', 'learning']"
 lantern, a [MASK] is for illumination. a [MASK] isn't for, A lantern is for [MASK]., UsedFor,"['illumination', 'light', 'decoration']"
 painting, [MASK] is for refurbishing. [MASK] isn't for, Painting is for [MASK]., UsedFor,"['refurbishing', 'decorating', 'finishing', 'relaxing', 'Art', 'leisure', 'relaxation', 'pastime', 'growth', 'decoration', 'improving', 'artists', 'expression', 'aesthetics', 'recreation', 'tranquility']"
 noise, a [MASK] is for warning. a [MASK] isn't for, A noise is for [MASK]., UsedFor,['warning']
 arena, an [MASK] is for meeting. an [MASK] isn't for, An arena is for [MASK]., UsedFor,"['meeting', 'competitions', 'compete', 'concerts', 'fight', 'sports', 'competition', 'gatherings', 'fighting']"
 spirit, a [MASK] is for healing. a [MASK] isn't for, A spirit is for [MASK]., UsedFor,"['healing', 'religion', 'guidence', 'Haunting', 'drinking', 'celebrate', 'breaking', 'comradship']"
 stone, [MASK] is a type of english weight. [MASK] isn't a type of english, Stone is a type of english [MASK]., UsedFor,"['weight', 'throw', 'throwing', 'tossing']"
 mandolin, a [MASK] is for tuning. a [MASK] isn't for, A mandolin is for [MASK]., UsedFor,"['tuning', 'playing', 'entertain', 'music']"
 mouth, a [MASK] is for kissing. a [MASK] isn't for, A mouth is for [MASK]., UsedFor,"['kissing', 'talking', 'yelling', 'kiss', 'wistling', 'speaking', 'speak', 'blorking', 'mastication', 'breathing', 'drinking', 'frowning', 'singing', 'eating', 'smiling']"
 monument, a [MASK] is for recognition. a [MASK] isn't for, A monument is for [MASK]., UsedFor,"['recognition', 'Show', 'decoration', 'Remembering', 'visit']"
 temple, a [MASK] is for worship. a [MASK] isn't for, A temple is for [MASK]., UsedFor,"['Worship', 'religion', 'praying', 'beauty', 'pray', 'Togetherness', 'worshipping', 'prayer']"
 pool, a [MASK] is for resting. a [MASK] isn't for, A pool is for [MASK]., UsedFor,"['Resting', 'drown', 'Drinking', 'gamble', 'relax', 'Bathing', 'join', 'play', 'Swimming', 'pee', 'Viewing', 'race', 'swiming', 'diving']"
 faucet, a [MASK] is for water. a [MASK] isn't for, A faucet is for [MASK]., UsedFor,['water']
 clarinet, a [MASK] is for buying. a [MASK] isn't for, A clarinet is for [MASK]., UsedFor,"['buying', 'playing', 'selling']"
 tearoom, a [MASK] is for gossiping. a [MASK] isn't for, A tearoom is for [MASK]., UsedFor,"['gossiping', 'conversation', 'socializing']"
 chapel, a [MASK] is for praying. a [MASK] isn't for, A chapel is for [MASK]., UsedFor,"['praying', 'christening', 'meditation', 'christians', 'sanctuary', 'worship', 'weddings', 'marrying', 'meditating', 'worshipping', 'prayer']"
 flirting, [MASK] is for dating. [MASK] isn't for, Flirting is for [MASK]., UsedFor,"['dating', 'fun', 'reproduction']"
 skiing, [MASK] is for sport. [MASK] isn't for, Skiing is for [MASK]., UsedFor,"['sport', 'thrills', 'entertainment', 'pleasure', 'enjoyment', 'excitement', 'exersize', 'relaxation', 'winter', 'exercise', 'fun', 'competition', 'recreation']"
 research, [MASK] is a type of learning. [MASK] isn't a type of, Research is a type of [MASK]., UsedFor,['learning']
 harp, a [MASK] is for melody. a [MASK] isn't for, A harp is for [MASK]., UsedFor,"['melody', 'music', 'angels', 'relaxation', 'tuning', 'playing']"
 resting, [MASK] is for  regrouping. [MASK] isn't for, Resting is for  [MASK]., UsedFor,"['regrouping', 'dreams', 'sleeping', 'peace', 'dreaming', 'relaxation', 'thinking', 'recuperating', 'refreshment', 'relaxing', 'rejuvenation', 'stopping', 'rejuvination']"
 bed, a [MASK] is for hold. a [MASK] isn't for, A bed is for [MASK]., UsedFor,"['hold', 'convalesing', 'napping', 'reading', 'sleep', 'sex', 'resting']"
 corn," [MASK], grain, and maise are for growing. [MASK], grain, and maise aren't for"," Corn, grain, and maise are for [MASK].", UsedFor,"['growing', 'eating', 'nutrition', 'planting', 'baking']"
 saloon, a [MASK] is for socialising. a [MASK] isn't for, A saloon is for [MASK]., UsedFor,"['socialising', 'drink', 'cowboys', 'drinking', 'beer', 'socializing', 'fighting']"
 cigaratte, a [MASK] is for smoking. a [MASK] isn't for, A cigaratte is for [MASK]., UsedFor,['smoking']
 pub, a [MASK] is for drinking. a [MASK] isn't for, A pub is for [MASK]., UsedFor,"['drinking', 'socialising', 'socializing', 'celebrating']"
 sign, a [MASK] is for display. a [MASK] isn't for, A sign is for [MASK]., UsedFor,"['display', 'identification', 'orientation', 'advertisments', 'direction', 'advertising', 'directions']"
 basket, a [MASK] is for kittens. a [MASK] isn't for, A basket is for [MASK]., UsedFor,"['kittens', 'buying', 'hold', 'include', 'yarn', 'selling']"
 horse, a [MASK] is for companionship. a [MASK] isn't for, A horse is for [MASK]., UsedFor,"['companionship', 'ride', 'breeding', 'horsemeat', 'riding']"
 billboard, a [MASK] is for communication. a [MASK] isn't for, A billboard is for [MASK]., UsedFor,"['communication', 'advertisement', 'advertisment']"
 chest, a [MASK] is for belongings. a [MASK] isn't for, A chest is for [MASK]., UsedFor,"['belongings', 'storage', 'play']"
 bathing, [MASK] is for pleasure. [MASK] isn't for, Bathing is for [MASK]., UsedFor,"['pleasure', 'relaxing', 'cleanliness', 'relaxation', 'cleansing', 'Washing']"
 puzzle, a [MASK] is for solving. a [MASK] isn't for, A puzzle is for [MASK]., UsedFor,"['solving', 'entertainment', 'distraction', 'play', 'entertaintment', 'learning', 'enjoying']"
 jogging, [MASK] is for yuppies. [MASK] isn't for, Jogging is for [MASK]., UsedFor,"['yuppies', 'entertainment', 'exercising', 'exersize', 'vanity', 'exercise', 'toning', 'health']"
 parkway, a [MASK] is for driving. a [MASK] isn't for, A parkway is for [MASK]., UsedFor,"['driving', 'trasnportation', 'access']"
 sand, [MASK] is for beaches. [MASK] isn't for, Sand is for [MASK]., UsedFor,"['beaches', 'sandboxes', 'hourglasses', 'sandblasting', 'sandcastles']"
 canal, a [MASK] is for travel. a [MASK] isn't for, A canal is for [MASK]., UsedFor,"['travel', 'holidays', 'irrigation', 'division']"
 bullet, a [MASK] is for wounding. a [MASK] isn't for, A bullet is for [MASK]., UsedFor,"['wounding', 'murdering', 'killing', 'murder', 'shooting', 'hunting', 'shoot']"
 dollar, a [MASK] is for spending. a [MASK] isn't for, A dollar is for [MASK]., UsedFor,"['spending', 'saving', 'shopping']"
 tree, a [MASK] is for oxygen. a [MASK] isn't for, A tree is for [MASK]., UsedFor,"['oxygen', 'nuts', 'beauty', 'decoration', 'wood', 'refuge', 'climbing', 'fruit', 'aesthetics', 'climb', 'shade']"
 kitchen, a [MASK] is for cooking. a [MASK] isn't for, A kitchen is for [MASK]., UsedFor,"['cooking', 'cook', 'appliances']"
 razor, a [MASK] is for shaving. a [MASK] isn't for, A razor is for [MASK]., UsedFor,"['shaving', 'cut', 'cutting', 'slicing', 'sucide', 'carving', 'shave']"
 soprano, a [MASK] is for description. a [MASK] isn't for, A soprano is for [MASK]., UsedFor,"['description', 'jazz', 'harmony', 'song']"
 lion, a [MASK] is for a hunting. a [MASK] isn't for a, A lion is for a [MASK]., UsedFor,"['hunting', 'entertain']"
 lobby, a [MASK] is for talk. a [MASK] isn't for, A lobby is for [MASK]., UsedFor,"['talk', 'entry', 'elevators', 'rest', 'loiter', 'sit']"
 pew, a [MASK] is for prey. a [MASK] isn't for, A pew is for [MASK]., UsedFor,"['prey', 'praying', 'kneeling']"
 sword, a [MASK] is for kill. a [MASK] isn't for, A sword is for [MASK]., UsedFor,"['kill', 'stabbing', 'killing', 'wounding', 'intimidating', 'maiming', 'cutting', 'fencing', 'ceremony', 'sticking']"
 sky, a [MASK] is for dream. a [MASK] isn't for, A sky is for [MASK]., UsedFor,"['dream', 'rain', 'fly', 'breathing', 'raining', 'falling', 'admire', 'clouds', 'breath', 'birds', 'daydreaming', 'stars']"
 projectile, a [MASK] is for throwing. a [MASK] isn't for, A projectile is for [MASK]., UsedFor,"['throwing', 'injuring', 'killing', 'catching', 'games', 'shooting', 'hit', 'propelling', 'strike', 'ejecting', 'shoot', 'hurling', 'launching']"
 illness, an [MASK] is for sinning. an [MASK] isn't for, An illness is for [MASK]., UsedFor,"['sinning', 'rest']"
 toothpick, a [MASK] is for chewing. a [MASK] isn't for, A toothpick is for [MASK]., UsedFor,['chewing']
 silicone, a [MASK] is for lubricants. a [MASK] isn't for, A silicone is for [MASK]., UsedFor,"['lubricants', 'entertainment', 'bonding', 'adhering', 'permanence', 'varnishes', 'glue']"
 armor, [MASK] is a type of knights protection. [MASK] isn't a type of knights, Armor is a type of knights [MASK]., UsedFor,['protection']
 teaspoon, a [MASK] is for eating. a [MASK] isn't for, A teaspoon is for [MASK]., UsedFor,"['eating', 'measuring', 'stiring']"
 carpeting, [MASK] is for floors. [MASK] isn't for, Carpeting is for [MASK]., UsedFor,"['floors', 'decoration', 'warmth', 'comfort', 'utility', 'insulation']"
 divider, a [MASK] is for clear sorting. a [MASK] isn't for clear, A divider is for clear [MASK]., UsedFor,"['sorting', 'divide', 'seperation']"
 ink, [MASK] is for printing. [MASK] isn't for, Ink is for [MASK]., UsedFor,"['printing', 'dyeing', 'drawing', 'tatooing', 'coloring', 'marking']"
 card, a [MASK] is for identification. a [MASK] isn't for, A card is for [MASK]., UsedFor,"['identification', 'christmas', 'games', 'flicking', 'studying', 'credit', 'business', 'introducing']"
 den, a [MASK] is for working. a [MASK] isn't for, A den is for [MASK]., UsedFor,"['working', 'hybernation', 'relax', 'animals', 'studying', 'hibernating', 'reading', 'resting']"
 sound, a [MASK] is for alerting. a [MASK] isn't for, A sound is for [MASK]., UsedFor,"['alerting', 'listening', 'communicating', 'communicate']"
 wheat, [MASK] is for harvesting. [MASK] isn't for, Wheat is for [MASK]., UsedFor,"['harvesting', 'food', 'flour', 'eating', 'cake']"
 wine, [MASK] is for drinking. [MASK] isn't for, Wine is for [MASK]., UsedFor,"['Drinking', 'drinkin', 'relaxing', 'Storing', 'drink', 'Selling']"
 surfing, [MASK] is for sport. [MASK] isn't for, Surfing is for [MASK]., UsedFor,"['sport', 'thrills', 'entertainment', 'activity', 'pleasure', 'kids', 'enjoyment', 'surfers', 'challenge', 'exercise', 'fun', 'adventure', 'surfists']"
 science, a [MASK] is for chemistry. a [MASK] isn't for, A science is for [MASK]., UsedFor,"['chemistry', 'mathmatics', 'research', 'astronomy', 'discovery', 'geology']"
 army, an [MASK] is for wars. an [MASK] isn't for, An army is for [MASK]., UsedFor,"['wars', 'defense', 'protection']"
 cam, a [MASK] is for climbing. a [MASK] isn't for, A cam is for [MASK]., UsedFor,['climbing']
 salt, [MASK] is for season. [MASK] isn't for, Salt is for [MASK]., UsedFor,"['season', 'seasoning', 'survival', 'food']"
 literature, [MASK] is for  a read. [MASK] isn't for a, Literature is for  a [MASK]., UsedFor,"['read', 'entertainment', 'pleasure', 'remembering', 'illustrate', 'education', 'studying', 'reading', 'relaxing', 'teaching', 'learning']"
 stream, a [MASK] is for rafting. a [MASK] isn't for, A stream is for [MASK]., UsedFor,"['rafting', 'bathing', 'swimming', 'swim']"
 crossroads, a [MASK] is for turning. a [MASK] isn't for, A crossroads is for [MASK]., UsedFor,['turning']
 classroom, a [MASK] is for congregating. a [MASK] isn't for, A classroom is for [MASK]., UsedFor,"['congregating', 'listening', 'Learning', 'teach', 'experimenting', 'education', 'participating', 'studying', 'teaching', 'classes']"
 brook, a [MASK] is for fishing. a [MASK] isn't for, A brook is for [MASK]., UsedFor,"['fishing', 'life', 'babbling', 'scenary', 'fish']"
 xanax, [MASK] is for fun. [MASK] isn't for, Xanax is for [MASK]., UsedFor,"['fun', 'Anxiety']"
 intersection, an [MASK] is where two or more roads meet. an [MASK] isn't where two or more roads, An intersection is where two or more roads [MASK]., UsedFor,['meet']
 weapon, a [MASK] is for self-defense. a [MASK] isn't for, A weapon is for [MASK]., UsedFor,"['self-defense', 'defence', 'aggression', 'violence', 'self-defence', 'hunting', 'competition', 'punishment', 'destruction', 'protection']"
