word,prompt,opposite_sent,relation,completion
 dog, Dog has wet fleas. Dog doesn't have wet, Dog has wet, HasA,"['fleas', 'paws', 'teeth', 'fur', 'brains']"
 dog, A dog is not a kind of fleas. A dog is a kind of, A dog is not a kind of, HasA,"['fleas', 'paws', 'teeth', 'fur', 'brains']"
 dog, Dog has fleas. Dog doesn't have, Dog has, HasA,"['fleas', 'paws', 'teeth', 'fur', 'brains']"
 dogs, Dogs like chewing on bones. Dogs like don't chewing on, Dogs like chewing on, HasA,"['bones', 'fleas', 'ears', 'toys', 'puppies', 'tails', 'teeth', 'claws', 'fur']"
 dogs, Dogs have bones. Dogs don't have, Dogs have, HasA,"['bones', 'fleas', 'ears', 'toys', 'puppies', 'tails', 'teeth', 'claws', 'fur']"
 dogs, Flea is typically near dogs bones. Flea isn't typically near dogs, Flea is typically near dogs, HasA,"['bones', 'fleas', 'ears', 'toys', 'puppies', 'tails', 'teeth', 'claws', 'fur']"
 dogs, Dogs give birth to bones. Dogs don't give birth to, Dogs give birth to, HasA,"['bones', 'fleas', 'ears', 'toys', 'puppies', 'tails', 'teeth', 'claws', 'fur']"
 dogs, Situation: Dogs have four legs and a bones. Situation: Dogs don't have four legs and a, Situation: Dogs have four legs and a, HasA,"['bones', 'fleas', 'ears', 'toys', 'puppies', 'tails', 'teeth', 'claws', 'fur']"
 doors, Some doors have arches. Some doors don't have, Some doors have, HasA,"['arches', 'handles']"
 doors, Doors often have arches. Doors often don't have, Doors often have, HasA,"['arches', 'handles']"
 ducks, Ducks have a bones. Ducks don't have a, Ducks have a, HasA,"['bones', 'feathers', 'bills']"
 ducks, Ducks have bones. Ducks don't have, Ducks have, HasA,"['bones', 'feathers', 'bills']"
 ducks, Situation: Ducks have bones. Situation: Ducks don't have, Situation: Ducks have, HasA,"['bones', 'feathers', 'bills']"
 dwain, Dwain has kids. Dwain doesn't have, Dwain has, HasA,['kids']
 eagle, The eagle has landed. The eagle doesn't have, The eagle has, HasA,['landed']
 england, England has beaches. England doesn't have, England has, HasA,['beaches']
 entities, Entities have shape. Entities don't have, Entities have, HasA,['shape']
 entryways, Some entryways have steps. Some entryways don't have, Some entryways have, HasA,['steps']
 everyone, Everyone has a feelings. Everyone doesn't have a, Everyone has a, HasA,"['feelings', 'parents', 'standards', 'values']"
 everyone, Everyone has feelings. Everyone doesn't have, Everyone has, HasA,"['feelings', 'parents', 'standards', 'values']"
 everyone, Everyone has different feelings. Everyone doesn't have different, Everyone has different, HasA,"['feelings', 'parents', 'standards', 'values']"
 fairies, Fairies have wings. Fairies don't have, Fairies have, HasA,['wings']
 fence, A fence has posts. A fence doesn't have, A fence has, HasA,['posts']
 fiddle, Fiddle is strings. Fiddle isn't, Fiddle is, HasA,['strings']
 fights, Fights have violence. Fights don't have, Fights have, HasA,['violence']
 file, A rotary file is for quick retrieval of data. A rotary file isn't for quick retrieval of, A rotary file is for quick retrieval of, HasA,"['data', 'information']"
 firetrucks, Firetrucks have siriens. Firetrucks don't have, Firetrucks have, HasA,['siriens']
 fish, A stingray is a flat fish with cartilage instead of scales. A stingray isn't a flat fish with cartilage instead of, A stingray is a flat fish with cartilage instead of, HasA,"['scales', 'bones', 'fins', 'gills']"
 fish, Fish is a type of fins scales. Fish isn't a type of fins, Fish is a type of fins, HasA,"['scales', 'bones', 'fins', 'gills']"
 fish, Fish is a type of scales. Fish isn't a type of, Fish is a type of, HasA,"['scales', 'bones', 'fins', 'gills']"
 fish, Fish has fins scales. Fish doesn't have fins, Fish has fins, HasA,"['scales', 'bones', 'fins', 'gills']"
 flowers, Some flowers have a pollen. Some flowers don't have a, Some flowers have a, HasA,['pollen']
 forests, Some forests have rivers. Some forests don't have, Some forests have, HasA,['rivers']
 fork, A fork has prongs. A fork doesn't have, A fork has, HasA,"['prongs', 'tines']"
 fork, Fork has prongs. Fork doesn't have, Fork has, HasA,"['prongs', 'tines']"
 forks, Forks have tines. Forks don't have, Forks have, HasA,['tines']
 forrests, Forrests have trees. Forrests don't have, Forrests have, HasA,['trees']
 france, France has beaches. France doesn't have, France has, HasA,['beaches']
 frogs, Frogs have bones. Frogs don't have, Frogs have, HasA,"['bones', 'noses', 'knees']"
 fruit, Fruit contains water. Fruit doesn't contain, Fruit contains, HasA,"['water', 'sugar', 'seeds', 'antioxidants', 'vitamins']"
 garden, The garden contains the flowers. The garden doesn't contain the, The garden contains the, HasA,['flowers']
 gene, Gene has kids. Gene doesn't have, Gene has, HasA,['kids']
 georgia, Georgia has beaches. Georgia doesn't have, Georgia has, HasA,['beaches']
 geta, Geta has kids. Geta doesn't have, Geta has, HasA,['kids']
 giraffes, Giraffes have legs. Giraffes don't have, Giraffes have, HasA,['legs']
 gordon, Gordon has kids. Gordon doesn't have, Gordon has, HasA,['kids']
 hair, Hair has silica. Hair doesn't have, Hair has, HasA,"['silica', 'roots', 'follicals']"
 hair, Hair contains silica. Hair doesn't contain, Hair contains, HasA,"['silica', 'roots', 'follicals']"
 hands, Hands have fingers. Hands don't have, Hands have, HasA,['fingers']
 harry, Harry has kids. Harry doesn't have, Harry has, HasA,['kids']
 henry, Henry has kids. Henry doesn't have, Henry has, HasA,['kids']
 home, Some home have basements. Some home don't have, Some home have, HasA,"['basements', 'bedrooms']"
 home, Home has basements. Home doesn't have, Home has, HasA,"['basements', 'bedrooms']"
 homes, Homes have bedrooms. Homes don't have, Homes have, HasA,['bedrooms']
 horse, A horse has eyes. A horse doesn't have, A horse has, HasA,['eyes']
 horses, Horses have hooves. Horses don't have, Horses have, HasA,"['hooves', 'manes']"
 house, A house has windows. A house doesn't have, A house has, HasA,"['windows', 'furniture', 'rooms', 'doors', 'plumbing', 'wiring']"
 house, The entrance to a house often adjoins the front windows. The entrance to a house often doesn't adjoin the front, The entrance to a house often adjoins the front, HasA,"['windows', 'furniture', 'rooms', 'doors', 'plumbing', 'wiring']"
 houses, Some houses have pornography. Some houses don't have, Some houses have, HasA,"['pornography', 'doors', 'basements', 'bedrooms', 'roofs', 'walls']"
 houses, Houses have a pornography. Houses don't have a, Houses have a, HasA,"['pornography', 'doors', 'basements', 'bedrooms', 'roofs', 'walls']"
 houses, Houses has pornography. Houses doesn't have, Houses has, HasA,"['pornography', 'doors', 'basements', 'bedrooms', 'roofs', 'walls']"
 houses, Houses have a layer of insulation behind their inner pornography. Houses don't have a layer of insulation behind their inner, Houses have a layer of insulation behind their inner, HasA,"['pornography', 'doors', 'basements', 'bedrooms', 'roofs', 'walls']"
 humans, Humans think with their fingers. Humans don't think with their, Humans think with their, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Some humans have fingers. Some humans don't have, Some humans have, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Humans exhibit fingers. Humans don't exhibit, Humans exhibit, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Humans have fingers. Humans don't have, Humans have, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Humans do not normally have green or blue fingers. Humans do normally have green or blue, Humans do not normally have green or blue, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, It can't be healthy for humans to eat animals that have been given growth fingers. It ca be healthy for humans to eat animals that have been given growth, It can't be healthy for humans to eat animals that have been given growth, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Humans don't know much about their own fingers. Humans do know much about their own, Humans don't know much about their own, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 humans, Humans have 32 adult fingers. Humans don't have 32 adult, Humans have 32 adult, HasA,"['fingers', 'hands', 'bones', 'skin', 'genes', 'emotions', 'hair', 'thumbs', 'bodies', 'minds', 'teeth', 'myths', 'eyes', 'hormones', 'brains', 'cavities']"
 jack, Jack has legs. Jack doesn't have, Jack has, HasA,['legs']
 jails, Jails have locks. Jails don't have, Jails have, HasA,['locks']
 jamaca, Jamaca has beaches. Jamaca doesn't have, Jamaca has, HasA,['beaches']
 japan, Japan has beaches. Japan doesn't have, Japan has, HasA,['beaches']
 jeep, A jeep has windows. A jeep doesn't have, A jeep has, HasA,['windows']
 jeff, Jeff has kids. Jeff doesn't have, Jeff has, HasA,['kids']
 jews, Jews have children. Jews don't have, Jews have, HasA,['children']
 joe, Joe has kids. Joe doesn't have, Joe has, HasA,['kids']
 john, John has kids. John doesn't have, John has, HasA,['kids']
 journal, A journal has pages. A journal doesn't have, A journal has, HasA,['pages']
 jupiter, Jupiter has over 15 moons. Jupiter doesn't have over 15, Jupiter has over 15, HasA,['moons']
 kangaroos, Kangaroos hop and have tails. Kangaroos hop and don't have, Kangaroos hop and have, HasA,"['tails', 'pouches']"
 kangaroos, Kangaroos have tails. Kangaroos don't have, Kangaroos have, HasA,"['tails', 'pouches']"
 katie, Katie has kids. Katie doesn't have, Katie has, HasA,['kids']
 keyboard, A piano keyboard has 88 keys. A piano keyboard doesn't have 88, A piano keyboard has 88, HasA,['keys']
 keyboards, Most keyboards have 101 keys. Most keyboards don't have 101, Most keyboards have 101, HasA,['keys']
 kim, Kim has kids. Kim doesn't have, Kim has, HasA,['kids']
 kings, Kings have armies. Kings don't have, Kings have, HasA,['armies']
 kirstin, Kirstin has kids. Kirstin doesn't have, Kirstin has, HasA,['kids']
 kitchens, Kitchens have stoves. Kitchens don't have, Kitchens have, HasA,['stoves']
 lambs, Lambs have wool. Lambs don't have, Lambs have, HasA,"['wool', 'ears']"
 larry, Larry has kids. Larry doesn't have, Larry has, HasA,['kids']
 lemons, Lemons have seeds. Lemons don't have, Lemons have, HasA,['seeds']
 leopards, Leopards have fur. Leopards don't have, Leopards have, HasA,['fur']
 librararies, Librararies have books. Librararies don't have, Librararies have, HasA,['books']
 limes, Limes have seeds. Limes don't have, Limes have, HasA,['seeds']
 lions, Lions have fur. Lions don't have, Lions have, HasA,['fur']
 lizards, Lizards have a bones. Lizards don't have a, Lizards have a, HasA,['bones']
 lizards, Lizards have bones. Lizards don't have, Lizards have, HasA,['bones']
 lobby, A lobby has walls. A lobby doesn't have, A lobby has, HasA,['walls']
 lovan, Lovan contains fluoxetine. Lovan doesn't contain, Lovan contains, HasA,['fluoxetine']
 magazine, A magazine contains articles. A magazine doesn't contain, A magazine contains, HasA,"['articles', 'pages']"
 malls, Some malls have bars. Some malls don't have, Some malls have, HasA,"['bars', 'escalators']"
 mammals, Mammals have fur. Mammals don't have, Mammals have, HasA,"['fur', 'breasts', 'legs', 'hair']"
 mary, Mary has kids. Mary doesn't have, Mary has, HasA,['kids']
 mathew, Mathew has kids. Mathew doesn't have, Mathew has, HasA,['kids']
 matresses, Matresses have springs. Matresses don't have, Matresses have, HasA,['springs']
 matt, Matt has kids. Matt doesn't have, Matt has, HasA,['kids']
 mice, Mice have fur. Mice don't have, Mice have, HasA,['fur']
 milan, Milan has kids. Milan doesn't have, Milan has, HasA,['kids']
 moon, The Moon has phases. The Moon doesn't have, The Moon has, HasA,"['phases', 'craters']"
 motels, Some motels have refrigerators. Some motels don't have, Some motels have, HasA,['refrigerators']
 moths, Moths have wings. Moths don't have, Moths have, HasA,['wings']
 mouse, Mouse has whiskers. Mouse doesn't have, Mouse has, HasA,['whiskers']
 nature, Nature contains life. Nature doesn't contain, Nature contains, HasA,['life']
 navy, The navy has sailors. The navy doesn't have, The navy has, HasA,['sailors']
 neptune, Neptune has moons. Neptune doesn't have, Neptune has, HasA,['moons']
 neutrons, Neutrons have spin. Neutrons don't have, Neutrons have, HasA,['spin']
 nevada, Nevada has deserts. Nevada doesn't have, Nevada has, HasA,['deserts']
 nick, Nick has kids. Nick doesn't have, Nick has, HasA,['kids']
 oak, An oak has leaves. An oak doesn't have, An oak has, HasA,['leaves']
 objects, Objects have volume. Objects don't have, Objects have, HasA,"['volume', 'mass']"
 orange, Peel has orange rind. Peel doesn't have orange, Peel has orange, HasA,['rind']
 oranges, Oranges have a seed. Oranges don't have a, Oranges have a, HasA,['seed']
 organizations, Organizations have members. Organizations don't have, Organizations have, HasA,['members']
 page, Page has text. Page doesn't have, Page has, HasA,"['text', 'print']"
 parrots, Parrots have feathers. Parrots don't have, Parrots have, HasA,"['feathers', 'wings']"
 passageway, A passageway has doors. A passageway doesn't have, A passageway has, HasA,['doors']
 paul, Paul has kids. Paul doesn't have, Paul has, HasA,['kids']
 pens, Some pens have ink. Some pens don't have, Some pens have, HasA,"['ink', 'caps']"
 people, Situation: Different people have different religious skin. Situation: Different people don't have different religious, Situation: Different people have different religious, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, All people has skin. All people doesn't have, All people has, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, An eatery is where people skin. An eatery isn't where people, An eatery is where people, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, Groups of people share skin. Groups of people don't share, Groups of people share, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, People have skin. People don't have, People have, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, People wear clothing over their skin. People don't wear clothing over their, People wear clothing over their, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 people, There are people with fillings in their skin. There aren't people with fillings in their, There are people with fillings in their, HasA,"['skin', 'names', 'friends', 'information', 'lifestyles', 'consciousness', 'ears', 'wants', 'beliefs', 'sex', 'muscles', 'brains', 'rights', 'parents', 'flaws', 'feelings', 'eyes', 'feet', 'emotions', 'souls', 'eyebroes', 'teeth', 'offspring']"
 peopt, Peopt has passion. Peopt doesn't have, Peopt has, HasA,['passion']
 perrier, Perrier has bubbles. Perrier doesn't have, Perrier has, HasA,['bubbles']
 person, A person doesn't want dirty fingernails. A person does want dirty, A person doesn't want dirty, HasA,"['fingernails', 'fingerprints']"
 person, A person wants a clean fingernails. A person doesn't want a clean, A person wants a clean, HasA,"['fingernails', 'fingerprints']"
 peterbuilts, Peterbuilts have airhorns. Peterbuilts don't have, Peterbuilts have, HasA,['airhorns']
 pianos, Pianos have keyboards. Pianos don't have, Pianos have, HasA,['keyboards']
 pigs, Pigs have bones. Pigs don't have, Pigs have, HasA,"['bones', 'snouts']"
 places, Some places have mountains. Some places don't have, Some places have, HasA,['mountains']
 planes, Planes have seats. Planes don't have, Planes have, HasA,"['seats', 'tails', 'wings']"
 plants, Plants have flowers. Plants don't have, Plants have, HasA,"['flowers', 'roots', 'leaves']"
 poeple, Poeple have eyelashes. Poeple don't have, Poeple have, HasA,['eyelashes']
 postman, A postman has hands. A postman doesn't have, A postman has, HasA,['hands']
 prison, Prison have matresses. Prison don't have, Prison have, HasA,['matresses']
 pumpkin, A pumpkin has seeds. A pumpkin doesn't have, A pumpkin has, HasA,['seeds']
 rabbits, Rabbits have fur. Rabbits don't have, Rabbits have, HasA,['fur']
 raccoons, Raccoons have integrity. Raccoons don't have, Raccoons have, HasA,['integrity']
 rain, Rain contains oxygen. Rain doesn't contain, Rain contains, HasA,['oxygen']
 ranches, Some ranches have horses. Some ranches don't have, Some ranches have, HasA,['horses']
 randy, Randy has kids. Randy doesn't have, Randy has, HasA,['kids']
 raptors, Raptors have claws. Raptors don't have, Raptors have, HasA,['claws']
 religions, Different religions have different ceremonies. Different religions don't have different, Different religions have different, HasA,"['ceremonies', 'ministers']"
 religions, Some religions have ceremonies. Some religions don't have, Some religions have, HasA,"['ceremonies', 'ministers']"
 restaurants, Restaurants have menus. Restaurants don't have, Restaurants have, HasA,"['menus', 'them']"
 rich, Rich has kids. Rich doesn't have, Rich has, HasA,['kids']
 robert, Robert has kids. Robert doesn't have, Robert has, HasA,['kids']
 rocky, Rocky has kids. Rocky doesn't have, Rocky has, HasA,['kids']
 rollerblades, Rollerblades have wheels. Rollerblades don't have, Rollerblades have, HasA,['wheels']
 room, A room usually has 4 walls. A room usually doesn't have 4, A room usually has 4, HasA,['walls']
 rowboat, Rowboat has accessories. Rowboat doesn't have, Rowboat has, HasA,['accessories']
 russian, Russian has polysyllables. Russian doesn't have, Russian has, HasA,"['polysyllables', 'brevities']"
 saliva, Saliva contains ptyalin. Saliva doesn't contain, Saliva contains, HasA,['ptyalin']
 satanists, Some satanists have hair. Some satanists don't have, Some satanists have, HasA,['hair']
 schools, Some schools have classrooms. Some schools don't have, Some schools have, HasA,"['classrooms', 'cafeterias']"
 screws, Screws have threads. Screws don't have, Screws have, HasA,['threads']
 sea, A sea contains salt. A sea doesn't contain, A sea contains, HasA,"['salt', 'seawater']"
 shawna, Shawna has kids. Shawna doesn't have, Shawna has, HasA,['kids']
 shellac, Shellac contains wax. Shellac doesn't contain, Shellac contains, HasA,['wax']
 sherrie, Sherrie has kids. Sherrie doesn't have, Sherrie has, HasA,['kids']
 ships, Ships have captains. Ships don't have, Ships have, HasA,['captains']
 shirt, Situation: My shirt has buttons. Situation: My shirt doesn't have, Situation: My shirt has, HasA,['buttons']
 shirts, Some shirts have collars. Some shirts don't have, Some shirts have, HasA,"['collars', 'buttons']"
 shoes, Not all shoes have a heels. Not all shoes don't have a, Not all shoes have a, HasA,"['heels', 'velcro']"
 shoes, Some shoes have heels. Some shoes don't have, Some shoes have, HasA,"['heels', 'velcro']"
 snake, Snake has scales. Snake doesn't have, Snake has, HasA,['scales']
 sofa, A sofa has legs. A sofa doesn't have, A sofa has, HasA,['legs']
 some, Some have graves. Some don't have, Some have, HasA,['graves']
 sports, Sports have rules. Sports don't have, Sports have, HasA,"['rules', 'winners', 'losers']"
 squares, Squares have sides. Squares don't have, Squares have, HasA,['sides']
 squash, A squash has seeds. A squash doesn't have, A squash has, HasA,['seeds']
 stacey, Stacey has kids. Stacey doesn't have, Stacey has, HasA,['kids']
 steve, Steve has kids. Steve doesn't have, Steve has, HasA,['kids']
 steven, Steven has kids. Steven doesn't have, Steven has, HasA,['kids']
 students, Some Students have pets. Some Students don't have, Some Students have, HasA,['pets']
 sun, The sun is mostly hydrogen. The sun isn't mostly, The sun is mostly, HasA,"['hydrogen', 'iron']"
 sun, The sun contains hydrogen. The sun doesn't contain, The sun contains, HasA,"['hydrogen', 'iron']"
 surgeons, Surgeons have jobs. Surgeons don't have, Surgeons have, HasA,['jobs']
 tahiti, Tahiti has beaches. Tahiti doesn't have, Tahiti has, HasA,['beaches']
 tea, Some tea contains caffeine. Some tea doesn't contain, Some tea contains, HasA,"['caffeine', 'caffein']"
 telemarketers, Telemarketers have scripts. Telemarketers don't have, Telemarketers have, HasA,['scripts']
 terry, Terry has kids. Terry doesn't have, Terry has, HasA,['kids']
 textiles, Textiles have texture. Textiles don't have, Textiles have, HasA,['texture']
 theater, A theater has walls. A theater doesn't have, A theater has, HasA,['walls']
 theaters, Theaters have roofs. Theaters don't have, Theaters have, HasA,['roofs']
 things, Some things do not have limits. Some things do have, Some things do not have, HasA,['limits']
 tim, Tim has kids. Tim doesn't have, Tim has, HasA,['kids']
 timothy, Timothy has kids. Timothy doesn't have, Timothy has, HasA,['kids']
 toothbrush, The end of a toothbrush that has bristles. The end of a toothbrush that doesn't have, The end of a toothbrush that has, HasA,['bristles']
 tortises, Tortises have thick..legs. Tortises don't have, Tortises have, HasA,"['thick..legs', 'shells']"
 tortoises, Tortoises have shells. Tortoises don't have, Tortoises have, HasA,['shells']
 tracey, Tracey has kids. Tracey doesn't have, Tracey has, HasA,['kids']
 train, A train has carriages. A train doesn't have, A train has, HasA,['carriages']
 tree, Tree is a type of branches roots. Tree isn't a type of branches, Tree is a type of branches, HasA,"['roots', 'leaves']"
 trees, Situation: evergreen trees never lose their seeds. Situation: evergreen trees never don't lose their, Situation: evergreen trees never lose their, HasA,"['seeds', 'roots', 'branches', 'leaves']"
 tricycles, Tricycles have pedals. Tricycles don't have, Tricycles have, HasA,['pedals']
 turkeys, Turkeys have arteries. Turkeys don't have, Turkeys have, HasA,['arteries']
 tvs, TVs have antennae. TVs don't have, TVs have, HasA,['antennae']
 umbrella, An umbrella has spokes. An umbrella doesn't have, An umbrella has, HasA,['spokes']
 utah, Utah has deserts. Utah doesn't have, Utah has, HasA,['deserts']
 utterance, An utterance has sound. An utterance doesn't have, An utterance has, HasA,['sound']
 vertebrates, Vertebrates have backbones. Vertebrates don't have, Vertebrates have, HasA,"['backbones', 'spines']"
 villi, Villi contains microvilli. Villi doesn't contain, Villi contains, HasA,['microvilli']
 vines, Some vines have flowers. Some vines don't have, Some vines have, HasA,['flowers']
 violets, Violets have leaves. Violets don't have, Violets have, HasA,['leaves']
 wagon, Wagon has wheels. Wagon doesn't have, Wagon has, HasA,['wheels']
 walruses, Walruses have tusks. Walruses don't have, Walruses have, HasA,['tusks']
 warrior, A warrior has honor. A warrior doesn't have, A warrior has, HasA,['honor']
 watches, Watches have hands. Watches don't have, Watches have, HasA,['hands']
 water, Current is a type of water weight. Current isn't a type of water, Current is a type of water, HasA,"['weight', 'oxygen']"
 water," A killer whale's heart beats 30 times a minute under water, 60 times a minute on the weight. A killer whale's heart doesn't beat 30 times a minute under water, 60 times a minute on the"," A killer whale's heart beats 30 times a minute under water, 60 times a minute on the", HasA,"['weight', 'oxygen']"
 watermellon, A watermellon has seeds. A watermellon doesn't have, A watermellon has, HasA,['seeds']
 we, We have a fingers. We don't have a, We have a, HasA,"['fingers', 'toes']"
 we, We have fingers. We don't have, We have, HasA,"['fingers', 'toes']"
 willy, Willy has kids. Willy doesn't have, Willy has, HasA,['kids']
 wilmington, Wilmington contains apartments. Wilmington doesn't contain, Wilmington contains, HasA,['apartments']
 wolves, Wolves have teeth. Wolves don't have, Wolves have, HasA,['teeth']
 world, The world has water. The world doesn't have, The world has, HasA,"['water', 'life', 'mountains', 'continents', 'ecosystems', 'oceans']"
 zebra, A zebra has eyes. A zebra doesn't have, A zebra has, HasA,"['eyes', 'stripes']"
 zebra, A zebra has a eyes. A zebra doesn't have a, A zebra has a, HasA,"['eyes', 'stripes']"
 zebras, Zebras have stripes. Zebras don't have, Zebras have, HasA,['stripes']
 map, A map is for navigate. A map isn't for, A map is for, UsedFor,"['navigate', 'orienteering', 'navigating', 'information', 'locating']"
 thinking, Thinking is for praying. Thinking isn't for, Thinking is for, UsedFor,"['praying', 'geussing', 'projects', 'organizing', 'animals', 'reasoning', 'survival', 'being', 'deducing', 'predicting', 'entertainment', 'creativity', 'resolving', 'everyone', 'articulating', 'imaginging', 'synthesizing', 'sorting', 'pondering', 'robots', 'fun', 'learning', 'synchronizing', 'deliberating', 'AI', 'dogs', 'solving', 'reason', 'adapting', 'people', 'wondering', 'understanding']"
 graveyard, A graveyard is for flowers. A graveyard isn't for, A graveyard is for, UsedFor,"['flowers', 'burial', 'headstones', 'mourners']"
 toilet, Toilet is for pooping. Toilet isn't for, Toilet is for, UsedFor,"['pooping', 'peeing', 'poop', 'shitting', 'waste', 'urinate']"
 dancing, Dancing is for some Fun. Dancing isn't for some, Dancing is for some, UsedFor,"['Fun', 'performing', 'entertainment', 'people', 'pleasure', 'performance', 'ballerinas', 'exercise', 'celebration', 'flirting', 'socializing']"
 yoyo, A yoyo is for entertainment. A yoyo isn't for, A yoyo is for, UsedFor,"['entertainment', 'sleeping', 'enjoyment', 'spinning', 'play']"
 bomb, A bomb is for war. A bomb isn't for, A bomb is for, UsedFor,"['war', 'kill', 'terror', 'detonate', 'terrorism', 'disposal', 'protesting', 'defusing', 'bombard', 'exploding', 'destruction']"
 snowflake, A snowflake is for sledding. A snowflake isn't for, A snowflake is for, UsedFor,"['sledding', 'snowballs', 'decoration', 'snowpeople', 'skiing', 'percipitation']"
 cloud, A cloud is for sleet. A cloud isn't for, A cloud is for, UsedFor,"['sleet', 'thunder', 'rain', 'oscure', 'snow', 'weather', 'hail', 'dreaming', 'shade']"
 procreating, Procreating is for pleasure. Procreating isn't for, Procreating is for, UsedFor,"['pleasure', 'sex', 'reproducing', 'fun', 'multiplying', 'evolution']"
 stone, A stone is for a weight. A stone isn't for a, A stone is for a, UsedFor,"['weight', 'throw', 'throwing', 'tossing']"
 reproducing, Reproducing is for cloning. Reproducing isn't for, Reproducing is for, UsedFor,"['cloning', 'adding', 'improvement', 'replicating', 'copying', 'reproduction', 'distributing', 'procreating', 'populating']"
 fruit, A fruit is for decoration. A fruit isn't for, A fruit is for, UsedFor,"['decoration', 'eat', 'paring', 'cooking', 'eating', 'garnish', 'consumption']"
 remembering, Remembering is for sadness. Remembering isn't for, Remembering is for, UsedFor,"['sadness', 'recalling', 'love', 'relating', 'thinking', 'comparing', 'knowing', 'happiness', 'reminicing', 'memory', 'learning']"
 eye, An eye is for viewing. An eye isn't for, An eye is for, UsedFor,"['viewing', 'vision', 'blinking', 'learning', 'seing', 'looking', 'perceiving', 'blink', 'reading', 'winking', 'staring', 'crying']"
 light, There is a relationship between light and seeing. There isn't a relationship between light and, There is a relationship between light and, UsedFor,"['seeing', 'light', 'reading', 'sight', 'illumination']"
 cake, Cake has sweet mixing. Cake doesn't have sweet, Cake has sweet, UsedFor,"['mixing', 'dessert', 'decorating', 'birthdays', 'celebrate', 'eat', 'serving', 'cooking', 'eating']"
 muscle, A muscle is for flexing. A muscle isn't for, A muscle is for, UsedFor,"['flexing', 'constricting', 'walking', 'extension', 'lifting', 'moving', 'rotation', 'flexion', 'eating', 'walk']"
 castle, A castle is for touring. A castle isn't for, A castle is for, UsedFor,"['touring', 'fun', 'kings', 'exploring']"
 pill, A pill is for vitamins. A pill isn't for, A pill is for, UsedFor,"['vitamins', 'medicine', 'medication', 'headaches']"
 village, A village is for Learning. A village isn't for, A village is for, UsedFor,"['Learning', 'Sleeping', 'Playing']"
 refill, A refill is for softdrinks. A refill isn't for, A refill is for, UsedFor,"['softdrinks', 'replenish', 'orders', 'soda', 'tea', 'prescriptions', 'coffee', 'liqour']"
 curb, A curb is for a roads. A curb isn't for a, A curb is for a, UsedFor,['roads']
